epoch,loss_train,loss_val,avg_dice_train,avg_iou_train,avg_dice_val,avg_iou_val,dice_class_0_train,iou_class_0_train,dice_class_0_val,iou_class_0_val,dice_class_1_train,iou_class_1_train,dice_class_1_val,iou_class_1_val,dice_class_2_train,iou_class_2_train,dice_class_2_val,iou_class_2_val
0,1.132227799471687,1.1218129793802898,0.9953646208975039,0.9895296147442739,0.9882812500003494,0.9882812500001437,1.393610680103302,0.2564860373735428,6.178491095479299e-12,2.577177132725289e-12,0.41973226964473725,0.06309533715248108,7.754794202619042e-11,3.184338773568052e-11,1.2963883959382638e-11,8.084368027447275e-12,5.722686430634227e-12,2.3845060583178868e-12
