epoch,loss_train,       loss_val,          avg_dice_train,    avg_iou_train,     avg_dice_val,      avg_iou_val,       dice_class_0_train,iou_class_0_train, dice_class_0_val,iou_class_0_val,dice_class_1_train,iou_class_1_train,dice_class_1_val,iou_class_1_val,dice_class_2_train,iou_class_2_train,dice_class_2_val,iou_class_2_val
0,    1.138056656893562,1.1221627473831177,0.9953182529425753,0.9895259481476704,0.9882812500005456,0.9882812500004216,1.3844233810901643,0.2573056221008301,1.0422024571479782e-11,8.916937338249858e-12,0.41704937219619753,0.061337103694677354,1.1969005300760394e-10,9.088820928510044e-11,1.2914918440243283e-11,8.071657231489837e-12,9.540579480951661e-12,8.109898874415072e-12
